filename,width,height,class,xmin,ymin,xmax,ymax,is_tent,target
image_7.png,2358,1350,tent,1137,293,1172,343,1,1
image_7.png,2358,1350,tent,1110,417,1183,492,1,1
image_7.png,2358,1350,tent,1144,484,1187,539,1,1
image_7.png,2358,1350,tent,1096,494,1148,550,1,1
image_7.png,2358,1350,tent,1030,501,1100,547,1,1
image_7.png,2358,1350,tent,1197,358,1254,424,1,1
image_7.png,2358,1350,tent,1240,257,1285,307,1,1
image_7.png,2358,1350,tent,1240,198,1291,246,1,1
image_7.png,2358,1350,tent,1370,224,1443,283,1,1
image_7.png,2358,1350,tent,1310,160,1344,210,1,1
image_7.png,2358,1350,tent,1276,378,1345,428,1,1
image_7.png,2358,1350,tent,1289,435,1326,514,1,1
image_7.png,2358,1350,tent,1339,392,1382,446,1,1
image_7.png,2358,1350,tent,1529,181,1567,228,1,1
image_7.png,2358,1350,tent,1470,217,1525,260,1,1
image_7.png,2358,1350,tent,1407,156,1441,200,1,1
image_7.png,2358,1350,tent,1346,270,1390,303,1,1
image_7.png,2358,1350,tent,1544,253,1574,294,1,1
image_7.png,2358,1350,tent,1573,277,1621,362,1,1
image_7.png,2358,1350,tent,1384,307,1445,365,1,1
image_7.png,2358,1350,tent,1309,299,1390,361,1,1
image_7.png,2358,1350,tent,1290,239,1339,305,1,1
image_7.png,2358,1350,tent,1424,348,1486,446,1,1
image_7.png,2358,1350,tent,1355,460,1404,512,1,1
image_7.png,2358,1350,tent,1355,585,1401,636,1,1
image_7.png,2358,1350,tent,1394,581,1441,629,1,1
image_7.png,2358,1350,tent,1496,615,1576,690,1,1
image_7.png,2358,1350,tent,1552,491,1586,526,1,1
image_7.png,2358,1350,tent,1603,392,1646,438,1,1
image_7.png,2358,1350,tent,1510,693,1560,750,1,1
image_7.png,2358,1350,tent,1655,759,1715,809,1,1
image_7.png,2358,1350,tent,1620,661,1660,697,1,1
image_7.png,2358,1350,tent,1596,621,1638,659,1,1
image_7.png,2358,1350,tent,1572,480,1617,501,1,1
image_7.png,2358,1350,tent,1500,299,1531,346,1,1
image_7.png,2358,1350,tent,1526,296,1572,337,1,1
image_7.png,2358,1350,tent,1473,701,1507,737,1,1
image_7.png,2358,1350,tent,1433,665,1476,729,1,1
image_7.png,2358,1350,tent,1437,587,1492,668,1,1
image_7.png,2358,1350,tent,1401,580,1433,627,1,1
image_7.png,2358,1350,tent,1397,630,1440,674,1,1
image_7.png,2358,1350,tent,1374,704,1406,747,1,1
image_7.png,2358,1350,tent,1296,716,1325,755,1,1
image_7.png,2358,1350,tent,1304,673,1344,711,1,1
image_7.png,2358,1350,tent,1251,653,1301,702,1,1
image_7.png,2358,1350,tent,1225,695,1264,734,1,1
image_7.png,2358,1350,tent,1190,705,1232,746,1,1
image_7.png,2358,1350,tent,1183,615,1225,659,1,1
image_7.png,2358,1350,tent,1142,573,1183,614,1,1
image_7.png,2358,1350,tent,1139,618,1186,660,1,1
image_7.png,2358,1350,tent,991,770,1042,815,1,1
image_7.png,2358,1350,tent,1042,769,1076,815,1,1
image_7.png,2358,1350,tent,1143,772,1177,808,1,1
image_7.png,2358,1350,tent,1073,714,1110,767,1,1
image_7.png,2358,1350,tent,1031,695,1081,765,1,1
image_7.png,2358,1350,tent,973,719,1042,764,1,1
image_7.png,2358,1350,tent,978,690,1041,728,1,1
image_7.png,2358,1350,tent,990,654,1033,685,1,1
image_7.png,2358,1350,tent,1010,618,1058,665,1,1
image_7.png,2358,1350,tent,933,523,1002,601,1,1
image_7.png,2358,1350,tent,1291,542,1364,597,1,1
image_7.png,2358,1350,tent,1441,456,1496,523,1,1
image_7.png,2358,1350,tent,1043,544,1102,597,1,1
image_7.png,2358,1350,tent,1405,763,1436,809,1,1
image_7.png,2358,1350,tent,1504,754,1560,807,1,1
image_7.png,2358,1350,tent,1228,484,1270,523,1,1
image_7.png,2358,1350,tent,1189,484,1229,533,1,1
image_7.png,2358,1350,tent,891,685,966,748,1,1
image_7.png,2358,1350,tent,883,762,930,810,1,1
image_7.png,2358,1350,tent,749,820,819,868,1,1
image_7.png,2358,1350,tent,696,832,751,886,1,1
image_7.png,2358,1350,tent,655,870,711,938,1,1
image_7.png,2358,1350,tent,609,735,650,776,1,1
image_7.png,2358,1350,tent,617,772,665,811,1,1
image_7.png,2358,1350,tent,634,705,675,754,1,1
image_7.png,2358,1350,tent,630,649,677,701,1,1
image_7.png,2358,1350,tent,632,475,717,566,1,1
image_7.png,2358,1350,tent,624,384,671,453,1,1
image_7.png,2358,1350,tent,667,410,715,475,1,1
image_7.png,2358,1350,tent,670,358,718,409,1,1
image_7.png,2358,1350,tent,716,354,750,404,1,1
image_7.png,2358,1350,tent,746,400,770,435,1,1
image_7.png,2358,1350,tent,740,433,775,461,1,1
image_7.png,2358,1350,tent,734,463,776,493,1,1
image_7.png,2358,1350,tent,743,485,797,521,1,1
image_7.png,2358,1350,tent,728,514,768,581,1,1
image_7.png,2358,1350,tent,817,581,847,613,1,1
image_7.png,2358,1350,tent,783,583,824,616,1,1
image_7.png,2358,1350,tent,718,581,778,618,1,1
image_7.png,2358,1350,tent,716,679,777,755,1,1
image_7.png,2358,1350,tent,710,625,772,680,1,1
image_7.png,2358,1350,tent,763,645,804,688,1,1
image_7.png,2358,1350,tent,808,713,858,753,1,1
image_7.png,2358,1350,tent,853,498,897,535,1,1
image_7.png,2358,1350,tent,907,429,936,482,1,1
image_7.png,2358,1350,tent,851,418,893,461,1,1
image_7.png,2358,1350,tent,846,318,917,384,1,1
image_7.png,2358,1350,tent,833,228,895,319,1,1
image_7.png,2358,1350,tent,887,269,936,321,1,1
image_7.png,2358,1350,tent,969,371,1032,422,1,1
image_7.png,2358,1350,tent,910,389,941,435,1,1
image_7.png,2358,1350,tent,993,421,1058,486,1,1
image_7.png,2358,1350,tent,874,646,921,683,1,1
image_7.png,2358,1350,tent,999,227,1057,274,1,1
image_7.png,2358,1350,tent,1181,232,1248,338,1,1
image_7.png,2358,1350,tent,705,131,783,211,1,1
image_7.png,2358,1350,tent,1227,764,1275,811,1,1
image_7.png,2358,1350,tent,1309,765,1351,813,1,1
image_7.png,2358,1350,tent,1519,522,1600,591,1,1
image_7.png,2358,1350,tent,1538,338,1589,443,1,1
image_7.png,2358,1350,tent,1386,410,1437,467,1,1
image_7.png,2358,1350,tent,716,100,770,131,1,1
image_7.png,2358,1350,tent,583,242,642,299,1,1
image_7.png,2358,1350,tree,1405,1091,1472,1162,0,0
image_7.png,2358,1350,tent,1544,1235,1595,1289,1,1
image_7.png,2358,1350,tent,1686,1190,1740,1249,1,1
image_7.png,2358,1350,tent,1618,1223,1687,1257,1,1
image_7.png,2358,1350,tent,1882,1254,1942,1308,1,1
image_7.png,2358,1350,tent,1734,1189,1792,1274,1,1
image_7.png,2358,1350,building,298,942,483,1025,0,0
image_7.png,2358,1350,building,87,309,276,486,0,0
image_7.png,2358,1350,building,206,84,394,229,0,0
image_7.png,2358,1350,truck,2262,960,2314,1026,0,0
image_7.png,2358,1350,truck,2208,760,2307,879,0,0
image_7.png,2358,1350,truck,1738,981,1795,1017,0,0
image_7.png,2358,1350,tree,1651,880,1731,963,0,0
image_7.png,2358,1350,grass,1790,812,1856,888,0,0
image_7.png,2358,1350,grass,1566,824,1647,895,0,0
image_7.png,2358,1350,road,444,256,529,484,0,0
image_7.png,2358,1350,road,427,14,485,229,0,0
image_7.png,2358,1350,road,480,500,541,723,0,0
